"filename", "language", "C++", "JavaScript", "JSON", "Log", "Groovy", "XML", "Java", "Objective-C", "C", "Makefile", "Shell Script", "Batch", "Properties", "comment", "blank", "total"
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\cvsd-fmt.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 18, 15, 115
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\cvsd.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 439, 0, 0, 0, 0, 165, 77, 681
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\cvsd.h", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 5, 69
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\cvsdfilt.h", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 15, 113
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dat.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 21, 23, 163
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dcshift.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 37, 24, 166
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\delay.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 19, 16, 164
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dft_filter.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 16, 18, 138
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dft_filter.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dither.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 390, 0, 0, 0, 0, 20, 27, 437
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dither.h", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 64
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\divide.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 20, 9, 74
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\downsample.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 24, 12, 86
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\dvms-fmt.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 16, 3, 33
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\earwax.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 16, 10, 98
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\echo.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 72, 23, 267
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\echos.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 71, 22, 279
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\effects.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 96, 74, 670
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\effects.h", "C++", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 91
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\effects_i.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 360, 0, 0, 0, 0, 69, 55, 484
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\effects_i_dsp.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 0, 0, 22, 66, 646
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\example0.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 42, 15, 98
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\example1.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 66, 27, 168
"c:\Users\Lenovo\git\software-engineering-project\codes\App_frontEnd\android\app\jni\Sox\src\example2.c", "C", 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 43, 17, 119
